ImgId,title,description,categories
B0000C4550,SonyKV-34XBR91034''XBRWEGAWidescreenHDTVMonitor,"Take your home theater experience to the next level with the 34-inch Sony KV-34XBR910 FD Trinitron HDTV monitor. This Sony WEGA set is capable of displaying amazingly clear 1080i high-definition broadcasts (when connected to a separate HDTV tuner). The Super Fine Pitch CRT, along with an electron gun and high-intensity luminescent phosphor, improves image resolution, providing the highest picture quality reproduction from corner to corner. Other features includes a DVI-HDTV input, an antireflective coating that helps diminish ambient light, and a built-in Memory Stick slot the enables you to view a photo slideshow without having to hook up the camera with cumbersome cords.The KV-34XBR910's Multi-Image Driver enables you to watch two programs side-by-side from two different sources (1080i, 720p, 480p, or 480i) simultaneously. It has four widescreen modes, including wide zoom (enlarges 4:3 aspect ratio while the upper and lower parts of the picture are condensed to fit 16:9 aspect ratio), normal (4:3 aspect ratio), full (enlarges the 4:3 picture horizontally only to fill the wide screen), and zoom (enlarges the 4:3  picture horizontally and vertically to an equal aspect ratio that fills the  16:9 screen).It has a built-in 181-chanel NTSC tuner, and Sony's Digital Reality Creation (DRC) mode, which doubles vertical and horizontal lines, resulting in four times the density for such high-quality video sources as DVDs, satellite broadcast, and digital camcorders. You do need a separate HDTV tuner to receive high-definition broadcasts.The KV-34XBR910 offers a good range of Sony video technology. The Cinemotion 3:2 pulldown cinema video processing detects and compensates film--which is shot at 24 frames per second (fps) compared with video's 30 fps rate--to video for a smooth theaterlike experience at home. The 3D digital comb filter offers 10-bit signal processing that renders superb gradation of grays, resulting in superior picture detail.This set features two 7.5-watt speakers that produce TruSurround SRS 3D audio and simulated surround sound. Two component-video inputs (both at the rear) allow you to connect an optional HDTV receiver or a source with component-video outputs. It also has 4 A/V inputs (1 front, 3 rear), 3 S-video inputs (1 front, 2 rear), 1 audio out (rear), 1 monitor (rear), and 1 DVI-HDTV interface (rear).Tech TalkAspect ratio:The aspect ratio refers to the shape of the video image. Standard television has a 4:3 aspect ratio, which is almost square in appearance. Digital television will have either a 4:3 or 16:9 aspect ratio, which is widescreen and appears rectangular, looking more like a movie screen and filling more of the viewer's field of vision for a more lifelike viewing experience.Scanning method:Frames of video are made up of many lines of video that are scanned onto a television screen so closely they appear to be a solid picture. The scanning method can be either interlaced or progressive. Interlaced scanning (also used in today's analog TV), indicated by an ""i"" in the video format, fills in the odd number lines (1,3,5,7...) and then fills in the even number lines (2,4,6,8...) until the frame is complete. Progressive scanning, ""p,"" fills in each line consecutively until the frame is complete, like a computer display.What's in the BoxSony KV-34XBR910 34-inch TV, remote control (RM-Y188), 2 AA batteries, and printed operating instructions.",All Electronics
B000LNRKVS,"MidWest 1000-L-00 PVC Rainsuit, 2-Piece, Navy Blue, Large",Lightweight rain jacket with attached hood and waist pants. Extra Heavy duty construction.,"Clothing, Shoes & Jewelry"
B0000223QS,Sjobergs SJ1200  Compact Jointer Workbench,"Built to last a lifetime, the Sjobergs SJ1200  Compact Jointer Workbench is made from slow-growing, hard Nordic birch by Sjobergs of Sweden. With a rock-solid trestle, the end frames come fully assembled with mortise and tenon joints, and the whole assembly locks together with just six bolts. The ""bench dog"" clamping system, steel-cored with a special plastic coating to protect your edge tools from accidental damage, is operated by a tail vise.",Tools & Home Improvement
B0002CZWZO,Zildjian A Series 13-Inch New Beat Hi-Hat Cymbals Pair,Traditional Finish,Musical Instruments
B000052XV3,Desenex Shake Powder Antifungal 3 oz.,"2% Miconazole nitrate, antifungal. Prescription strength. Super absorbent formula. Cures athlete's foot. Relieves itching & burning. Product packaged by weight not volume.",Health & Personal Care
B000AE2Z9K,"Plaid:Delta Mania Stencil, 7 by 10-Inch, Asian Elements","STENCIL MANIA-A 7x10 yellow stencil for use on just about anything! Made of plastic. Choose from a wide array of stencils from cute and fun to whimsical or elegant. Add beautiful accents to furniture, fabrics, gift items, paper crafting projects and more! Made in China.","Arts, Crafts & Sewing"
B000V3IS1E,Kerium Cream-shampoo Anti-dandruff Micro-exfoliating,"Indications:
Moderate or patchy dandruff.
Dry hair or scalp.

Properties:
LHATM micro-exfoliates to eliminate dandruff and regulate desquamation.
-A scalp-conditioning complex purges impurities and hinders dandruff formation.
 Glycerin, a moisturizing agent, is included to fight dryness and restore the physiological balance of the scalp.

Results:
Dry dandruff is quickly eliminated.
The scalp is purged of impurities to help prevent dandruff recurrence.
The hair is left soft, glossy and manageable.
Dosage:
To be used instead of the usual shampoo for moderate or occasional cases of dandruff or as a follow-up to intensive treatments. Suitable for daily use.
Massage gently into the scalp, then rinse.
If dandruff persists, use Kerium Shampooing-Cure Antipelliculaire Micro-exfoliant Intensif.
Size: 200 ml. 6.76 Fl.oz.",All Beauty
998498754X,Professional Garmin Rino 520HCx GPS BLUE LED Car Charger with digital rapid and slow charge features! (Black / 1A),Professional Garmin Rino 520HCx GPS Blue LED Car Charger with digital rapid and slow charge features!,Cell Phones & Accessories
B0002E3MXG,American DJ Pinspot Hard Gel Color Caps,4 pack of contour gels par 36pin spots RGBY,Musical Instruments
B006FJTVFU,Sony Four 3D Active Glasses Bundle,"Sony TDG-BR50/B Four pair of 3D Active Glasses - Auto-Standby, up to 100 hours of viewing, auto synch, adjustable frames with ergonomic design, for Sony BRAVIA&#174; 3D HDTVs",All Electronics
B0014Y35L2,Lambro #4004 Quick Connect Vent Kit,"Quick Fit Aluminum Vent Kit, Used for Clothes Dryers, No Clamps Needed, Easy To Install, Rubber Gasket Secures One Elbow To The Dryer Exhaust Outlet & The Other Elbow To The Wall Plate, Includes: 4"" x 8' Flexible Aluminum Duct, 2 Elbows & 1 Wall Plate.",Appliances
9269808424,Mad Gear 1/16 Mini Electric Short Course RC Truck 2.4ghz Ready to Run (Green),"Our Mad Gear short course truck now comes in a 1/16 size! It delivers big short course fun in a mini ready to fun package! The MadGear 1/16th Scale Short Course Truck is ready to conquer the dirt at your local track or favorite bashing spot. Turn your yard into a full on short course track! Featuring a 4 wheel drive drive train, adjustable suspension settings, and big bore oil filled shocks. Powered by an electric 380 brushed motor and a 7.2v 1100mah Ni-Mh battery this truck has enough power to power slide and drift around corners. Shock absorbing front and rear bumpers help protect the truck from minor collisions while the built in spring loaded servo saver will ensure the maximum life span from the pre-installed steering servo. Short course style rims and tires have also been included with this model to polish off the scale looks.Specifications:Motor Type: Electric Brushed RC 380 MotorDrive System: 4 Wheel DriveWheelbase: 173.6mm Front and RearTire Size: 64.3*30.6mmGround Clearance: 12.5mmShocks: Oil Filled Big Bore ShocksSpeed Control: ESC, Servo and Receiver - All in One UnitBattery: 7.2V 1100mah Ni-Mh Battery w/ ChargerRadio System: 2Ch 2.4GHz RemoteRequired to Run:4 AA Batteries for Transmitter",Toys & Games
B00016V1WE,"Bubble Gum Flavoring, 1 dram","Cinnamon Oil, 1 dram bottle (approximately 1 teaspoon) by LorAnn Oils. These super-strength flavors are 3 to 4 times stronger than grocery store extracts - a little goes a long way! Perfect for use in hard candy, candy centers, fondants, fudges, and other baked goods. This flavor is appropriate for chocolates and chocolate coatings. Gluten Free",Grocery & Gourmet Food
B0002AR178,KONG Dental with Rope,"Dental health is just as important for pets as it is for people, but it's a rare dog that likes getting his teeth brushed. This fun, versatile chew combines the functions of a treat dispenser, toothbrush, and classic fetch toy, all in one. Made from the same super-tough, puncture-resistant natural rubber as classic Kongs, its patented grooved design ""squeegees"" teeth and gums clean as dogs chew, helping prevent plaque and tartar buildup (not to mention bad breath). Use Kong Breath Paste inside the grooves to motivate your dog to chew and freshen his breath at the same time. Shaped like a bone, Kong dental toys have a hollow interior just made for stuffing with treats or biscuits. Extracting the contents is work that can keep dogs happy and busy for hours, helping prevent boredom, separation anxiety, and related behavior problems like barking, digging, or chewing shoes. The medium size dental toy comes with a special, diamond-braid cotton floss rope that not only adds to chasing and fetching fun, but also cleans food debris that accumulates between teeth. Measuring 5 inches long, this toy is intended for dogs weighing between 20 and 35 pounds, including beagles, whippets, corgis, and cocker spaniels. As with all Kong toys, supervision is recommended when first giving a new plaything to your pet. Regularly inspect the toy and replace if damaged. Satisfaction is guaranteed; if either you or your dog aren't happy with your purchase, return within 30 days for a full refund.--Mary Park",Pet Supplies
B00016XJEM,Peppermint with Dark Chocolate - 24 Units / 1.2 oz,"The Newman's Own Organics' brand, an N inside an O is stamped on the 3-ounce bars.",Grocery & Gourmet Food
B0010ZYVSG,Today's Baby Sarasota Convertible Crib,Today's Baby Sarasota Convertible Crib The Today's Baby Sarasota Convertible Crib is one of the outstanding convertible cribs to be featured.  It is a crib which is a 4-in-1 as it easily converts from crib to toddler bed to day bed and finally full size bed.  An outstanding feature of the convertible baby crib is its solid birch design.  Convertible cribs certainly need to be durable and the Sarasota from Today's Baby is just that. Birch is one of the finest woods for assembling a baby crib.,Baby Products
